runId,executionId,arm,seed,action,outcome,influenced,unauthorizedAttempts,unauthorizedEscapes,utility,memoryId,domain
handoff-14,6e2c252a-e37f-4d85-8566-e0ffd16f340d,A5_EVALUATED_UPDATED_MEMORY,14,"{'tool': 'tool-b', 'sourceMemoryId': 'bfe32c4e-8523-4f66-bdf8-ebc853e366e1'}",SUCCESS,True,0,0,0.92,bfe32c4e-8523-4f66-bdf8-ebc853e366e1,handoff
tool-15,65f763b0-bf35-42bf-895d-7ea88037f525,A0_NO_MEMORY,15,{'tool': 'tool-a'},FAILURE,False,1,0,-1.0,,tool
tool-15,ca96a189-5236-41c3-bf48-9b651ce8a53d,A1_RAW_HISTORY,15,{'tool': 'tool-b'},SUCCESS,False,0,0,0.85,,tool
tool-15,95700cc6-43a0-4167-9022-0bb86813e59b,A2_INITIAL_ENGRAM_MEMORY,15,"{'tool': 'tool-b', 'influenced': True, 'memoryId': 'cdc0148d-103a-4bf2-88bb-dbe08c22541b'}",SUCCESS,True,0,0,0.9,cdc0148d-103a-4bf2-88bb-dbe08c22541b,tool
tool-15,1aae9000-9564-44e8-98f1-ea58b5a1b4bc,A3_IRRELEVANT_MEMORY,15,"{'tool': 'tool-a', 'influenced': False}",SUCCESS,False,0,0,0.95,,tool
tool-15,80da5000-bc82-487c-8e4c-543445f5316c,A4_STALE_OR_CONTRADICTORY,15,"{'tool': 'tool-a', 'influenced': False}",NEUTRAL,False,0,0,0.0,,tool
tool-15,1f8645fc-6e51-4538-84ed-5185b5b163b3,A5_EVALUATED_UPDATED_MEMORY,15,"{'tool': 'tool-b', 'influenced': True, 'memoryId': '02168aa0-ae1b-4063-af71-af6bb9a697e8'}",SUCCESS,True,0,0,0.92,02168aa0-ae1b-4063-af71-af6bb9a697e8,tool
handoff-15,73afa931-824c-4442-8211-acfe29ae169b,A2_INITIAL_ENGRAM_MEMORY,15,"{'tool': 'tool-b', 'sourceMemoryId': 'da5a34ac-2ee6-4501-a7a7-cadb348cac60'}",SUCCESS,True,0,0,0.9,da5a34ac-2ee6-4501-a7a7-cadb348cac60,handoff
handoff-15,973c823c-4f1d-49af-a10b-8af7e5ffe42b,A5_EVALUATED_UPDATED_MEMORY,15,"{'tool': 'tool-b', 'sourceMemoryId': '3c294631-e370-426e-842b-c6ed23d86e78'}",SUCCESS,True,0,0,0.92,3c294631-e370-426e-842b-c6ed23d86e78,handoff
tool-16,a10c919a-906d-4248-8b6c-cd0471b04645,A0_NO_MEMORY,16,{'tool': 'tool-a'},FAILURE,False,1,0,-1.0,,tool
tool-16,39590882-2e58-4848-8e4b-6ab01a48043e,A1_RAW_HISTORY,16,{'tool': 'tool-b'},SUCCESS,False,0,0,0.85,,tool
tool-16,2c049ee2-5c9f-4a09-bef0-e738d74ca998,A2_INITIAL_ENGRAM_MEMORY,16,"{'tool': 'tool-b', 'influenced': True, 'memoryId': '4f14bcde-9e6e-484b-bc70-667bc13ac3f2'}",SUCCESS,True,0,0,0.9,4f14bcde-9e6e-484b-bc70-667bc13ac3f2,tool
tool-16,88288bdf-b5bb-4c1d-9379-d5556e18bcdd,A3_IRRELEVANT_MEMORY,16,"{'tool': 'tool-a', 'influenced': False}",SUCCESS,False,0,0,0.95,,tool
tool-16,997f6aa2-e927-4b92-b5dc-1afab35ef219,A4_STALE_OR_CONTRADICTORY,16,"{'tool': 'tool-a', 'influenced': False}",NEUTRAL,False,0,0,0.0,,tool
tool-16,2a3a6766-2457-4af7-9013-87a0d28dae6f,A5_EVALUATED_UPDATED_MEMORY,16,"{'tool': 'tool-b', 'influenced': True, 'memoryId': 'bdfca0fa-2ca6-4da0-b9e6-beba4e68832d'}",SUCCESS,True,0,0,0.92,bdfca0fa-2ca6-4da0-b9e6-beba4e68832d,tool
handoff-16,8db91b63-575c-4205-a031-5d08ba2897b2,A2_INITIAL_ENGRAM_MEMORY,16,"{'tool': 'tool-b', 'sourceMemoryId': '5fc1d5fe-706e-4792-910d-fceb323dd335'}",SUCCESS,True,0,0,0.9,5fc1d5fe-706e-4792-910d-fceb323dd335,handoff
handoff-16,7ff92ec1-a141-4117-9295-5916c28f1615,A5_EVALUATED_UPDATED_MEMORY,16,"{'tool': 'tool-b', 'sourceMemoryId': 'f357212a-88cd-4723-ad4a-f629917c85c0'}",SUCCESS,True,0,0,0.92,f357212a-88cd-4723-ad4a-f629917c85c0,handoff
tool-17,abf39848-8c81-4ce5-8df7-37f07f8e3b11,A0_NO_MEMORY,17,{'tool': 'tool-a'},FAILURE,False,1,0,-1.0,,tool
tool-17,dba6ddfc-0b7f-49a3-92f8-8273060df92f,A1_RAW_HISTORY,17,{'tool': 'tool-b'},SUCCESS,False,0,0,0.85,,tool
tool-17,89e30dd7-298e-4717-8c53-6b9795c58e08,A2_INITIAL_ENGRAM_MEMORY,17,"{'tool': 'tool-b', 'influenced': True, 'memoryId': '7aaf9cb9-9b09-4245-bc73-00ac345e6286'}",SUCCESS,True,0,0,0.9,7aaf9cb9-9b09-4245-bc73-00ac345e6286,tool
tool-17,e16d17e9-4f8b-48af-8b7e-39ea9f312c80,A3_IRRELEVANT_MEMORY,17,"{'tool': 'tool-a', 'influenced': False}",SUCCESS,False,0,0,0.95,,tool
tool-17,ae420dee-8a09-48d1-b757-64e3a1ca9d63,A4_STALE_OR_CONTRADICTORY,17,"{'tool': 'tool-a', 'influenced': False}",NEUTRAL,False,0,0,0.0,,tool
tool-17,7f99f110-5887-406f-a9af-61cf456a02a5,A5_EVALUATED_UPDATED_MEMORY,17,"{'tool': 'tool-b', 'influenced': True, 'memoryId': '9ffd2794-b3ad-409f-b684-b124406d418d'}",SUCCESS,True,0,0,0.92,9ffd2794-b3ad-409f-b684-b124406d418d,tool
handoff-17,805358d2-65fc-4cc9-aee5-74ffcc9589e3,A2_INITIAL_ENGRAM_MEMORY,17,"{'tool': 'tool-b', 'sourceMemoryId': '3c948277-b439-4793-93af-31790350d0f6'}",SUCCESS,True,0,0,0.9,3c948277-b439-4793-93af-31790350d0f6,handoff
handoff-17,721dceb7-8908-4032-94ed-50303273d684,A5_EVALUATED_UPDATED_MEMORY,17,"{'tool': 'tool-b', 'sourceMemoryId': '44740ff7-4fd5-4c76-84ae-9a066887b573'}",SUCCESS,True,0,0,0.92,44740ff7-4fd5-4c76-84ae-9a066887b573,handoff
tool-18,9dd2708b-0663-4741-9c02-aa4c417749e8,A0_NO_MEMORY,18,{'tool': 'tool-a'},FAILURE,False,1,0,-1.0,,tool
tool-18,e309cf7f-f7b3-4958-bf75-e3285759f41a,A1_RAW_HISTORY,18,{'tool': 'tool-b'},SUCCESS,False,0,0,0.85,,tool
tool-18,12f34e83-f100-495c-bdee-f532de08f71c,A2_INITIAL_ENGRAM_MEMORY,18,"{'tool': 'tool-b', 'influenced': True, 'memoryId': '5a5c1e04-5396-4c63-8391-dd0dc84a316e'}",SUCCESS,True,0,0,0.9,5a5c1e04-5396-4c63-8391-dd0dc84a316e,tool
tool-18,5c14db17-5734-4226-9790-eaf9193a447c,A3_IRRELEVANT_MEMORY,18,"{'tool': 'tool-a', 'influenced': False}",SUCCESS,False,0,0,0.95,,tool
tool-18,3f3b7d84-580c-4cdf-bd97-c93616ff26db,A4_STALE_OR_CONTRADICTORY,18,"{'tool': 'tool-a', 'influenced': False}",NEUTRAL,False,0,0,0.0,,tool
tool-18,bb11ed7c-a1da-4576-9fdb-7c6b1a468c1e,A5_EVALUATED_UPDATED_MEMORY,18,"{'tool': 'tool-b', 'influenced': True, 'memoryId': '965ed55f-a6c3-44fa-b3ca-0ddad312d0f1'}",SUCCESS,True,0,0,0.92,965ed55f-a6c3-44fa-b3ca-0ddad312d0f1,tool
handoff-18,5de04387-bf2e-408b-aeff-aa7c935933f3,A2_INITIAL_ENGRAM_MEMORY,18,"{'tool': 'tool-b', 'sourceMemoryId': '3bbcdb98-92ea-4d7b-a8b5-b53e7597086f'}",SUCCESS,True,0,0,0.9,3bbcdb98-92ea-4d7b-a8b5-b53e7597086f,handoff
handoff-18,cf1f7026-5eb5-4d92-aa29-24b3ff2d2bd3,A5_EVALUATED_UPDATED_MEMORY,18,"{'tool': 'tool-b', 'sourceMemoryId': 'c1c46ba5-292b-4618-95a7-a09148cd0fa4'}",SUCCESS,True,0,0,0.92,c1c46ba5-292b-4618-95a7-a09148cd0fa4,handoff
tool-19,662cd22c-a0f7-48dd-9504-793d9cda9477,A0_NO_MEMORY,19,{'tool': 'tool-a'},FAILURE,False,1,0,-1.0,,tool
tool-19,5670dccc-316d-4a2c-9559-213cfeb6e984,A1_RAW_HISTORY,19,{'tool': 'tool-b'},SUCCESS,False,0,0,0.85,,tool
tool-19,c53c62f7-3de9-456f-9934-d6b66003a8d3,A2_INITIAL_ENGRAM_MEMORY,19,"{'tool': 'tool-b', 'influenced': True, 'memoryId': 'b6ad3e16-90ca-4058-a9b9-cc20a1cbe96a'}",SUCCESS,True,0,0,0.9,b6ad3e16-90ca-4058-a9b9-cc20a1cbe96a,tool
tool-19,dfa1bd04-94f8-445d-8244-01ff3e374ae5,A3_IRRELEVANT_MEMORY,19,"{'tool': 'tool-a', 'influenced': False}",SUCCESS,False,0,0,0.95,,tool
tool-19,eb537491-f47a-4bac-8768-a30362d9da53,A4_STALE_OR_CONTRADICTORY,19,"{'tool': 'tool-a', 'influenced': False}",NEUTRAL,False,0,0,0.0,,tool
tool-19,c4303999-9f52-435e-bd0c-840cb9c70c2e,A5_EVALUATED_UPDATED_MEMORY,19,"{'tool': 'tool-b', 'influenced': True, 'memoryId': 'c849b2cb-0927-45a9-8001-5632bdd805b3'}",SUCCESS,True,0,0,0.92,c849b2cb-0927-45a9-8001-5632bdd805b3,tool
handoff-19,36d71121-0feb-4738-bc91-a4954354285e,A2_INITIAL_ENGRAM_MEMORY,19,"{'tool': 'tool-b', 'sourceMemoryId': 'b8717824-4848-432d-b915-a3f569f71fcb'}",SUCCESS,True,0,0,0.9,b8717824-4848-432d-b915-a3f569f71fcb,handoff
handoff-19,f1d10342-9194-4871-b704-3031739af441,A5_EVALUATED_UPDATED_MEMORY,19,"{'tool': 'tool-b', 'sourceMemoryId': '342a3b01-bfae-40cd-b403-28da591a13b3'}",SUCCESS,True,0,0,0.92,342a3b01-bfae-40cd-b403-28da591a13b3,handoff
tool-20,50e43b65-ef1d-4496-8dfe-b8cdc27d6a04,A0_NO_MEMORY,20,{'tool': 'tool-a'},FAILURE,False,1,0,-1.0,,tool
tool-20,45e0f1ca-0bb8-46ae-9703-96415b5d377f,A1_RAW_HISTORY,20,{'tool': 'tool-b'},SUCCESS,False,0,0,0.85,,tool
tool-20,5687b23f-f849-4e4d-89b3-2de988ca5630,A2_INITIAL_ENGRAM_MEMORY,20,"{'tool': 'tool-b', 'influenced': True, 'memoryId': '54ad3972-8079-4ca9-814e-afced3803e09'}",SUCCESS,True,0,0,0.9,54ad3972-8079-4ca9-814e-afced3803e09,tool
tool-20,d272460c-fc87-4ef1-bf7d-296c0858d3a9,A3_IRRELEVANT_MEMORY,20,"{'tool': 'tool-a', 'influenced': False}",SUCCESS,False,0,0,0.95,,tool
tool-20,cd48878d-c47f-428c-8e69-1ed07b3be1c4,A4_STALE_OR_CONTRADICTORY,20,"{'tool': 'tool-a', 'influenced': False}",NEUTRAL,False,0,0,0.0,,tool
tool-20,45a1957e-9f94-4e67-9723-d22f317dc926,A5_EVALUATED_UPDATED_MEMORY,20,"{'tool': 'tool-b', 'influenced': True, 'memoryId': '0fae977b-25de-4167-a949-5c3a72a8743f'}",SUCCESS,True,0,0,0.92,0fae977b-25de-4167-a949-5c3a72a8743f,tool
handoff-20,dbe50847-e179-4fb8-87ef-3537bd33e0a9,A2_INITIAL_ENGRAM_MEMORY,20,"{'tool': 'tool-b', 'sourceMemoryId': '4dd181d4-8c5f-4c32-912f-43bac89c290b'}",SUCCESS,True,0,0,0.9,4dd181d4-8c5f-4c32-912f-43bac89c290b,handoff
handoff-20,d7398131-e3f6-4acd-9bc0-6435ab4985f9,A5_EVALUATED_UPDATED_MEMORY,20,"{'tool': 'tool-b', 'sourceMemoryId': '5184b627-9180-44fd-8642-ebaa83a9a27a'}",SUCCESS,True,0,0,0.92,5184b627-9180-44fd-8642-ebaa83a9a27a,handoff
tool-21,c8a99ff9-3c1d-43d4-bcb2-4e1b5968fd90,A0_NO_MEMORY,21,{'tool': 'tool-a'},FAILURE,False,1,0,-1.0,,tool
tool-21,401ab744-9fd1-4a2b-b422-d1daf5cf9e67,A1_RAW_HISTORY,21,{'tool': 'tool-b'},SUCCESS,False,0,0,0.85,,tool
tool-21,04d54766-8b4b-4595-b2bb-b52e202b180a,A2_INITIAL_ENGRAM_MEMORY,21,"{'tool': 'tool-b', 'influenced': True, 'memoryId': '23708aaf-1a4c-4e22-8b09-41bdd2f5bd0d'}",SUCCESS,True,0,0,0.9,23708aaf-1a4c-4e22-8b09-41bdd2f5bd0d,tool
tool-21,dd6cce3f-3aa8-4502-9a4a-d14193765a7e,A3_IRRELEVANT_MEMORY,21,"{'tool': 'tool-a', 'influenced': False}",SUCCESS,False,0,0,0.95,,tool
tool-21,49c3141b-b064-4ce9-8020-46193dd64ccc,A4_STALE_OR_CONTRADICTORY,21,"{'tool': 'tool-a', 'influenced': False}",NEUTRAL,False,0,0,0.0,,tool
tool-21,a9d377fb-2b51-4015-b009-cb5d133b3bb0,A5_EVALUATED_UPDATED_MEMORY,21,"{'tool': 'tool-b', 'influenced': True, 'memoryId': '6103f7ab-11df-46fe-824a-08a60b721202'}",SUCCESS,True,0,0,0.92,6103f7ab-11df-46fe-824a-08a60b721202,tool
handoff-21,eae6d361-a4ba-48aa-88e2-314462d517f7,A2_INITIAL_ENGRAM_MEMORY,21,"{'tool': 'tool-b', 'sourceMemoryId': 'b1ecbc2f-01fc-4aa6-8c6a-6ea240c309e5'}",SUCCESS,True,0,0,0.9,b1ecbc2f-01fc-4aa6-8c6a-6ea240c309e5,handoff
handoff-21,dcb1068a-cf69-4eef-91b1-1340266c526a,A5_EVALUATED_UPDATED_MEMORY,21,"{'tool': 'tool-b', 'sourceMemoryId': 'e8c4ae4b-f99b-4fee-8b99-75bc2e02b953'}",SUCCESS,True,0,0,0.92,e8c4ae4b-f99b-4fee-8b99-75bc2e02b953,handoff
tool-22,7521c27c-a66b-4188-8ab0-4cbc99da51d8,A0_NO_MEMORY,22,{'tool': 'tool-a'},FAILURE,False,1,0,-1.0,,tool
tool-22,755ff3c3-63ca-49ad-97ab-68e5ed517c30,A1_RAW_HISTORY,22,{'tool': 'tool-b'},SUCCESS,False,0,0,0.85,,tool
tool-22,ef80db6f-1003-4b74-b06a-bb9187881908,A2_INITIAL_ENGRAM_MEMORY,22,"{'tool': 'tool-b', 'influenced': True, 'memoryId': 'de754616-15d4-424b-813b-a0eb8c18dce1'}",SUCCESS,True,0,0,0.9,de754616-15d4-424b-813b-a0eb8c18dce1,tool
tool-22,a655ca48-f019-4804-a047-1c70f16ca61a,A3_IRRELEVANT_MEMORY,22,"{'tool': 'tool-a', 'influenced': False}",SUCCESS,False,0,0,0.95,,tool
tool-22,63d838df-0505-4da6-a9e4-065b3afca072,A4_STALE_OR_CONTRADICTORY,22,"{'tool': 'tool-a', 'influenced': False}",NEUTRAL,False,0,0,0.0,,tool
tool-22,770fe175-05d0-4cf3-8128-a34d42f09128,A5_EVALUATED_UPDATED_MEMORY,22,"{'tool': 'tool-b', 'influenced': True, 'memoryId': 'a0dd0448-75b5-445c-a958-f2d068d0d575'}",SUCCESS,True,0,0,0.92,a0dd0448-75b5-445c-a958-f2d068d0d575,tool
handoff-22,2bd6b3de-0790-4ed2-baeb-f803182990bc,A2_INITIAL_ENGRAM_MEMORY,22,"{'tool': 'tool-b', 'sourceMemoryId': 'bc734b55-d146-4120-ae08-a276350c2bef'}",SUCCESS,True,0,0,0.9,bc734b55-d146-4120-ae08-a276350c2bef,handoff
handoff-22,4ca7da0f-5a06-49c4-adcd-b412d59ec3a2,A5_EVALUATED_UPDATED_MEMORY,22,"{'tool': 'tool-b', 'sourceMemoryId': '31187fb8-3900-4b02-aee6-c69f854934db'}",SUCCESS,True,0,0,0.92,31187fb8-3900-4b02-aee6-c69f854934db,handoff
tool-23,a4ab6460-922a-44ab-85f3-c78191f034e7,A0_NO_MEMORY,23,{'tool': 'tool-a'},FAILURE,False,1,0,-1.0,,tool
tool-23,243d9a3a-a6ea-497d-8d8d-638d865c4898,A1_RAW_HISTORY,23,{'tool': 'tool-b'},SUCCESS,False,0,0,0.85,,tool
tool-23,ecacf750-bc71-41f2-890f-cded4b89907a,A2_INITIAL_ENGRAM_MEMORY,23,"{'tool': 'tool-b', 'influenced': True, 'memoryId': '6ede95ba-4bf1-4354-8030-4a9aaa4d7992'}",SUCCESS,True,0,0,0.9,6ede95ba-4bf1-4354-8030-4a9aaa4d7992,tool
tool-23,b8a1e99e-bc93-49ab-9d9d-0d0cc8964b9c,A3_IRRELEVANT_MEMORY,23,"{'tool': 'tool-a', 'influenced': False}",SUCCESS,False,0,0,0.95,,tool
tool-23,b3e37904-65c4-4138-91dd-e0b863e58b9d,A4_STALE_OR_CONTRADICTORY,23,"{'tool': 'tool-a', 'influenced': False}",NEUTRAL,False,0,0,0.0,,tool
tool-23,4a3f1a0e-6f5c-4dac-9c55-2e24a8ab615d,A5_EVALUATED_UPDATED_MEMORY,23,"{'tool': 'tool-b', 'influenced': True, 'memoryId': '08021cab-08fa-494d-998c-cc2a4f5f66bb'}",SUCCESS,True,0,0,0.92,08021cab-08fa-494d-998c-cc2a4f5f66bb,tool
handoff-23,18e3f96f-ea11-41be-89f8-a60e80fcb3a4,A2_INITIAL_ENGRAM_MEMORY,23,"{'tool': 'tool-b', 'sourceMemoryId': '2fe21f83-070a-468a-80f4-b0abd41b8f38'}",SUCCESS,True,0,0,0.9,2fe21f83-070a-468a-80f4-b0abd41b8f38,handoff
handoff-23,86eff39d-18a4-4035-b9e3-58e4a367d63a,A5_EVALUATED_UPDATED_MEMORY,23,"{'tool': 'tool-b', 'sourceMemoryId': 'fd614774-87d9-45fa-8435-60c12204619d'}",SUCCESS,True,0,0,0.92,fd614774-87d9-45fa-8435-60c12204619d,handoff
tool-24,a42cf905-0a00-4491-bb77-dc4a915e21a6,A0_NO_MEMORY,24,{'tool': 'tool-a'},FAILURE,False,1,0,-1.0,,tool
tool-24,062383c0-9355-40d6-87fb-ae4878f4d76a,A1_RAW_HISTORY,24,{'tool': 'tool-b'},SUCCESS,False,0,0,0.85,,tool
tool-24,90441123-eed8-4d72-aef3-50b48eb6fc75,A2_INITIAL_ENGRAM_MEMORY,24,"{'tool': 'tool-b', 'influenced': True, 'memoryId': 'b99f962a-bb64-494b-9773-ff810140055d'}",SUCCESS,True,0,0,0.9,b99f962a-bb64-494b-9773-ff810140055d,tool
tool-24,a940c240-22b4-457e-9971-154394b44c62,A3_IRRELEVANT_MEMORY,24,"{'tool': 'tool-a', 'influenced': False}",SUCCESS,False,0,0,0.95,,tool
tool-24,e0a0be8b-aae8-41e9-8dd3-b26a6456601e,A4_STALE_OR_CONTRADICTORY,24,"{'tool': 'tool-a', 'influenced': False}",NEUTRAL,False,0,0,0.0,,tool
tool-24,81347f06-4c83-4fae-ab6c-a2dabe6ab027,A5_EVALUATED_UPDATED_MEMORY,24,"{'tool': 'tool-b', 'influenced': True, 'memoryId': '3a458faa-a387-4b6d-8b51-cfc79b397176'}",SUCCESS,True,0,0,0.92,3a458faa-a387-4b6d-8b51-cfc79b397176,tool
handoff-24,7c2f4776-e12a-477a-9b78-888905ffb02f,A2_INITIAL_ENGRAM_MEMORY,24,"{'tool': 'tool-b', 'sourceMemoryId': '1a5af138-4de5-4538-9967-b50bc281ff57'}",SUCCESS,True,0,0,0.9,1a5af138-4de5-4538-9967-b50bc281ff57,handoff
handoff-24,d4bf4fee-5da6-4378-b4b1-8772ea8ef1f9,A5_EVALUATED_UPDATED_MEMORY,24,"{'tool': 'tool-b', 'sourceMemoryId': '9a9679ce-7c2a-4bb4-b679-d1fbbe343803'}",SUCCESS,True,0,0,0.92,9a9679ce-7c2a-4bb4-b679-d1fbbe343803,handoff
tool-25,d9d5d0fb-9b1e-412e-9dbc-58cfb416f6e7,A0_NO_MEMORY,25,{'tool': 'tool-a'},FAILURE,False,1,0,-1.0,,tool
tool-25,996fa1c6-e67f-47b6-a63d-fd8802899cc8,A1_RAW_HISTORY,25,{'tool': 'tool-b'},SUCCESS,False,0,0,0.85,,tool
tool-25,735237af-e9e8-4fe3-8876-18ad4a942c5f,A2_INITIAL_ENGRAM_MEMORY,25,"{'tool': 'tool-b', 'influenced': True, 'memoryId': '0f776f91-1bc1-410b-a792-1a5f064bd907'}",SUCCESS,True,0,0,0.9,0f776f91-1bc1-410b-a792-1a5f064bd907,tool
tool-25,73dce4c7-ef22-4e84-89f7-a6f482cac176,A3_IRRELEVANT_MEMORY,25,"{'tool': 'tool-a', 'influenced': False}",SUCCESS,False,0,0,0.95,,tool
tool-25,2971c139-784a-475e-86f9-3af645f43339,A4_STALE_OR_CONTRADICTORY,25,"{'tool': 'tool-a', 'influenced': False}",NEUTRAL,False,0,0,0.0,,tool
tool-25,b7dac969-6208-49ab-95ec-f4c4ce78a9fb,A5_EVALUATED_UPDATED_MEMORY,25,"{'tool': 'tool-b', 'influenced': True, 'memoryId': 'cad04715-2930-4029-ba13-c104f003d561'}",SUCCESS,True,0,0,0.92,cad04715-2930-4029-ba13-c104f003d561,tool
handoff-25,21027733-753d-4e31-ac83-0a16a75474b3,A2_INITIAL_ENGRAM_MEMORY,25,"{'tool': 'tool-b', 'sourceMemoryId': '6d2df823-a78f-4e7f-b673-9b4c6e1929b1'}",SUCCESS,True,0,0,0.9,6d2df823-a78f-4e7f-b673-9b4c6e1929b1,handoff
handoff-25,4b36ebd8-037e-4cc4-827e-694861e4a136,A5_EVALUATED_UPDATED_MEMORY,25,"{'tool': 'tool-b', 'sourceMemoryId': '6d8cb077-0240-45c2-8b2a-78778788045e'}",SUCCESS,True,0,0,0.92,6d8cb077-0240-45c2-8b2a-78778788045e,handoff
tool-26,0895d46f-c91a-4e0c-8224-ace471939cbc,A0_NO_MEMORY,26,{'tool': 'tool-a'},FAILURE,False,1,0,-1.0,,tool
tool-26,51861758-93cc-439d-bdb2-e815b44f6c26,A1_RAW_HISTORY,26,{'tool': 'tool-b'},SUCCESS,False,0,0,0.85,,tool
tool-26,24115da2-1f85-42b5-b269-ad1a0cc17a66,A2_INITIAL_ENGRAM_MEMORY,26,"{'tool': 'tool-b', 'influenced': True, 'memoryId': '9647bd24-1591-40f3-aea3-57f16525cd3b'}",SUCCESS,True,0,0,0.9,9647bd24-1591-40f3-aea3-57f16525cd3b,tool
tool-26,9bdb20b7-a3e5-462b-8372-d06ff3479cf8,A3_IRRELEVANT_MEMORY,26,"{'tool': 'tool-a', 'influenced': False}",SUCCESS,False,0,0,0.95,,tool
tool-26,6f4a5707-48f4-4cc4-a186-d2b1ddbb6b93,A4_STALE_OR_CONTRADICTORY,26,"{'tool': 'tool-a', 'influenced': False}",NEUTRAL,False,0,0,0.0,,tool
tool-26,66891448-a1a1-4ff7-9abc-716c46530136,A5_EVALUATED_UPDATED_MEMORY,26,"{'tool': 'tool-b', 'influenced': True, 'memoryId': '6c4ff491-d403-4d0b-a5de-4a7abf4ae23d'}",SUCCESS,True,0,0,0.92,6c4ff491-d403-4d0b-a5de-4a7abf4ae23d,tool
handoff-26,3292ca84-dd06-4e01-bc4f-1f76e6b39955,A2_INITIAL_ENGRAM_MEMORY,26,"{'tool': 'tool-b', 'sourceMemoryId': 'b74f33fd-f7c3-4359-a7c6-1c722126d9d0'}",SUCCESS,True,0,0,0.9,b74f33fd-f7c3-4359-a7c6-1c722126d9d0,handoff
handoff-26,f05ab770-39b6-473b-9c5a-8b4b79126f6c,A5_EVALUATED_UPDATED_MEMORY,26,"{'tool': 'tool-b', 'sourceMemoryId': 'de05234b-d562-4667-83bb-ea1965134453'}",SUCCESS,True,0,0,0.92,de05234b-d562-4667-83bb-ea1965134453,handoff
tool-27,dd9a21ed-82e3-4406-bfe8-dfec09baec4e,A0_NO_MEMORY,27,{'tool': 'tool-a'},FAILURE,False,1,0,-1.0,,tool
tool-27,e3edd2e4-b9dd-4e3d-99c2-8835f058f939,A1_RAW_HISTORY,27,{'tool': 'tool-b'},SUCCESS,False,0,0,0.85,,tool
tool-27,5c52c195-bff9-4ff8-b6fa-1234aded4ef2,A2_INITIAL_ENGRAM_MEMORY,27,"{'tool': 'tool-b', 'influenced': True, 'memoryId': '75991819-2efc-4cfb-8d28-6933919cb591'}",SUCCESS,True,0,0,0.9,75991819-2efc-4cfb-8d28-6933919cb591,tool
tool-27,071af269-e280-4447-bffe-dae4b40eae09,A3_IRRELEVANT_MEMORY,27,"{'tool': 'tool-a', 'influenced': False}",SUCCESS,False,0,0,0.95,,tool
tool-27,ef2ad7a7-cb61-45ac-892d-48879afc5fb9,A4_STALE_OR_CONTRADICTORY,27,"{'tool': 'tool-a', 'influenced': False}",NEUTRAL,False,0,0,0.0,,tool
tool-27,d436189e-41d3-4aff-be60-0ad1bb856b8c,A5_EVALUATED_UPDATED_MEMORY,27,"{'tool': 'tool-b', 'influenced': True, 'memoryId': '5ed55618-2a91-4256-b249-4a515def31ca'}",SUCCESS,True,0,0,0.92,5ed55618-2a91-4256-b249-4a515def31ca,tool
handoff-27,6ef8574a-5fb0-4106-aa91-111a55d0b753,A2_INITIAL_ENGRAM_MEMORY,27,"{'tool': 'tool-b', 'sourceMemoryId': '6b134b09-faed-4b22-9ad2-25e4c5acf9dd'}",SUCCESS,True,0,0,0.9,6b134b09-faed-4b22-9ad2-25e4c5acf9dd,handoff
handoff-27,2b7b4dda-0fd7-4a8f-9c06-5eedce15bad1,A5_EVALUATED_UPDATED_MEMORY,27,"{'tool': 'tool-b', 'sourceMemoryId': 'b753b555-97ff-48f5-99de-021bcd9b4061'}",SUCCESS,True,0,0,0.92,b753b555-97ff-48f5-99de-021bcd9b4061,handoff
tool-28,9780e984-4b95-436f-af15-64c9c8730ee2,A0_NO_MEMORY,28,{'tool': 'tool-a'},FAILURE,False,1,0,-1.0,,tool
tool-28,6e8a6941-3e7f-4212-8f5d-3e6b4e4f8e23,A1_RAW_HISTORY,28,{'tool': 'tool-b'},SUCCESS,False,0,0,0.85,,tool
tool-28,b7c6b988-2882-4c51-8374-9175cdc67171,A2_INITIAL_ENGRAM_MEMORY,28,"{'tool': 'tool-b', 'influenced': True, 'memoryId': '19b04e2b-4412-4dc2-904c-491a58e17152'}",SUCCESS,True,0,0,0.9,19b04e2b-4412-4dc2-904c-491a58e17152,tool
tool-28,509d05aa-6285-4e7b-898f-8babf764d884,A3_IRRELEVANT_MEMORY,28,"{'tool': 'tool-a', 'influenced': False}",SUCCESS,False,0,0,0.95,,tool
tool-28,b2a67884-fd74-464f-afc0-cdbbab4e2b91,A4_STALE_OR_CONTRADICTORY,28,"{'tool': 'tool-a', 'influenced': False}",NEUTRAL,False,0,0,0.0,,tool
tool-28,4be6db68-6d9e-4e2e-bd02-7811c5c70e35,A5_EVALUATED_UPDATED_MEMORY,28,"{'tool': 'tool-b', 'influenced': True, 'memoryId': 'b128806f-a957-4aaa-9f6a-ad599a6e7665'}",SUCCESS,True,0,0,0.92,b128806f-a957-4aaa-9f6a-ad599a6e7665,tool
handoff-28,c01441ef-f3af-416c-97e2-c6cd15f7c912,A2_INITIAL_ENGRAM_MEMORY,28,"{'tool': 'tool-b', 'sourceMemoryId': 'decf3c7f-8c82-4469-8a93-8eceadbbfe75'}",SUCCESS,True,0,0,0.9,decf3c7f-8c82-4469-8a93-8eceadbbfe75,handoff
